,full_name,customer_id,branch_id,branch,birthdate,father_name,loan_superviser_id,bc_id,bc_serial,postal_code,phone_number,cell_phone
7728,Albert Thomas,98450628,27378,Mckinley,1966-08-24,John,66622,447989,53e241504,1231255157,028-88283028,09621043300
7729,Vena Birchfield,13481550,29229,Fields,1928-04-26,John,26519,9892810310,70f451624,9701439929,081-66219456,09224325936
7730,David Larsen,42935305,83012,Crisp,1938-02-27,Paul,10698,8767259670,36u029272,9394851470,034-99765941,09784940089
7731,Linda Garza,11057252,17031,Ely,2015-05-16,Wallace,30467,68744879,60c239367,7464077904,044-88232766,09670574716
7732,Salvador Douglas,94421201,35035,Oscar,1912-11-18,Christopher,86560,0990406,08h334450,4776644675,021-88342184,09582341771
7733,Carol Hampton,68988427,85968,Livingston,1923-09-25,Michael,72491,54,85c933530,1350360011,086-33860430,09203777788
7734,Leticia Messner,38827919,68481,Henkes,2007-12-27,Rufus,17879,2177,11b939034,0880046305,044-55678714,09763959597
7735,Charles Harkey,61738807,18119,Turner,1990-09-17,Curtis,61015,9685005987,99y659240,2835377567,054-11438058,09340889887
7736,Antonio Poynter,26782465,27757,Wright,1907-11-24,Jason,21887,30436545402,02a477616,8888412230,077-55002619,09607331114
7737,Catherine Childs,10763782,23026,Velez,1942-11-18,George,90010,864,17k462513,1422408108,084-33827677,09008615899
7738,Susan Span,17434475,25501,Grimaldo,1947-01-12,Matthew,99105,3864383,36o209385,9878531198,086-88920808,09178288647
7739,Rose Monroe,49539688,2086,Ketchum,1917-11-03,Steven,85905,942507,18z025337,1911830151,081-77193399,09433988823
7740,Jessica Palmer,25280245,34747,Calaf,1986-05-05,David,18857,081969,09v074477,7369907218,074-77803656,09677278290
7741,Stormy Pullen,45702841,72915,Cannon,1995-10-15,Ismael,78389,70,76t490630,2569205350,056-00139551,09841278888
7742,Michael Fowler,64759659,20862,Toomey,1970-10-24,John,4309,00,57b841240,9074525930,026-77679822,09959837495
7743,Marlon Sheaffer,18621755,58130,Gisin,1902-01-28,David,95696,525740386,41l222772,4504968642,084-00762339,09252260213
7744,Hector Landon,81026524,59003,Lockwood,1962-11-20,Anthony,20688,4090,64u007970,5390124117,087-55152296,09550275901
7745,Dell Ziegler,88210624,77876,Lopez,2017-03-12,Patrick,87558,8139,40s523275,5872027526,084-88852212,09373967194
7746,Angel Coulter,89407891,68975,Dunbar,2007-07-15,James,13390,5598,10r979119,2982478091,025-22702998,09613175949
7747,Whitney Grossman,98830513,2411,Riley,1994-10-13,Ralph,34401,079468,53o961307,9064252034,041-44557709,09572353224
7748,Mildred Young,37796053,66738,Carwile,1902-11-15,Lawrence,48857,3400230410,29i798530,5273129712,061-00257210,09638940590
7749,Linda Occhuizzo,77762731,8658,Jones,1901-08-26,Ernest,23444,751086734,70z559406,3663889865,038-66845536,09852973128
7750,Stanley Suehs,43436415,91782,Yu,1989-02-22,Wendell,25356,21344990,89n910474,4888236443,026-99858484,09190023452
7751,Robert Baxter,32436031,40115,Delisle,2009-09-15,Gilbert,73673,9326466,54t803202,4668337536,066-66659186,09230269382
7752,Marion Eaton,62673869,18325,Siewert,1964-06-20,Kenneth,24685,571402,29j082979,0482072862,066-88398503,09387312553
7753,Erlene Scott,16996481,81728,Switzer,1938-07-06,Johnny,85371,253,34q272310,7404573134,074-33888196,09651954142
7754,Rodney Stevens,89390259,40999,Brown,1932-10-15,Alfonso,47890,6799580,96y922793,2698230993,074-77169241,09966024167
7755,Chris Ward,67147330,75502,Boyle,1912-12-13,Robert,74887,5324609,34a689017,8377019562,083-77460697,09069265091
7756,Stella Culverhouse,84620620,57450,Browder,1970-09-01,Michale,40078,414932,28y892637,6814740159,086-99160869,09809990676
7757,Dale Kempton,41124338,71041,Neeley,1961-02-01,Keith,84982,9729407148,86a440204,6664609584,077-55931767,09903397575
7758,Aaron Karle,34351724,14144,James,1992-05-11,Steven,85525,965633,55o722896,7140683617,021-33492138,09441882252
7759,Mary Rush,59521617,63943,Mayberry,1919-01-19,Brian,22519,390,75g730147,5971417411,054-00015757,09285774752
7760,Margaret Enos,79129739,99065,Ramsey,1904-09-07,Timothy,24805,423960,13l113738,0765429367,083-77081393,09273954236
7761,Edith Mosley,42222022,22414,Moreno,1911-12-02,Mauricio,40287,72876,57d865350,7920768979,061-99657350,09881442556
7762,Kayla Seibert,21676297,11677,Nelson,1948-03-16,John,72736,17,28o014185,7731368359,011-11719695,09668597378
7763,Lana Dennis,77876937,19398,Calder,1983-05-15,Robert,9938,038,69k822170,0959862615,045-11092416,09089116364
7764,Carla Rabenold,81802411,11729,Proffer,1968-02-26,Charles,35634,8,99q770498,8840038751,044-22834757,09797775529
7765,Matthew Pyron,14417232,58230,Norris,1968-03-25,James,96883,75256,68k408452,3501390477,034-33581059,09672960597
7766,Grace Gaitan,86795264,25323,Warner,2017-01-07,Joseph,26581,614746986,37p532862,8184022740,066-11724655,09153546166
7767,Clyde Henderson,97195897,5521,Holland,1979-04-10,Lawrence,99899,04985449,44m794219,0742049014,081-11537505,09478552233
7768,Lionel Cantor,31659678,10609,Yard,1961-05-06,Jimmy,72756,297,41e530989,5564588047,061-88678801,09796475488
7769,Wayne Mcnally,56110109,35166,Spies,1903-02-20,Dale,43840,5566711072,95l455399,9489647293,011-77859328,09815091413
7770,Christel Wendt,78753925,57267,Carter,1920-10-26,Steven,77225,08608603699,27y246060,3888893336,028-22428279,09623767895
7771,Rose Salmi,80622895,52162,Inman,1913-12-27,Guadalupe,37677,711049,05t506734,6410385164,024-44235178,09224788889
7772,Marion Reiland,12061323,94994,Chatterton,1946-11-01,James,81529,838,44r548636,6829612784,081-77965219,09692952427
7773,Margaret Boothby,47564036,69275,Reese,1929-09-05,Vincent,78222,5227442,90h107478,4994032426,038-00082775,09982898491
7774,Nathan Utley,13762185,56741,Livengood,1900-03-15,Willie,19545,630,45e471244,1615132889,083-22632786,09919817341
7775,Charles Boyce,19365803,48469,Macdonald,1925-04-28,Bradley,22770,68514932,89p633174,5906903926,061-11422495,09217196636
7776,Michael Flicker,41644324,66675,Ellis,1952-05-17,Mike,48849,4,24r286683,7682322031,051-22255283,09374532742
7777,Geraldine Fraga,89534389,33705,Guerrero,1946-02-05,Thomas,3531,864402603,55q177222,7915643501,025-66494389,09975084459
7778,Connie Maditz,12509348,80859,Chase,1912-04-02,Andrew,30643,669617,16b622644,6499058683,045-66149669,09464267157
7779,James Atwell,35945497,38269,Nicely,1968-11-03,Dennis,37112,12,75a945375,4274898379,087-77675886,09299920146
7780,Louis Howell,20390157,95813,Inabinet,1931-12-05,Charles,95302,4632943,17f874687,6783859032,076-11682398,09962591266
7781,Kanesha Mccormick,97631700,39865,Parks,1978-06-08,Gordon,66416,779357979,91x549524,0633792261,051-88953451,09356207086
7782,Lina Ibarra,42431615,42244,Vargas,1912-03-12,Raymond,33212,075059927,69l768284,9511999485,017-88848676,09029344080
7783,Bonnie Escalante,70579431,31982,Gomez,1905-10-25,Daniel,82903,4,12f178952,5842086170,045-00497952,09219926083
7784,Tricia Culp,10695373,64130,Green,1994-10-08,Richard,33444,421,62c035372,9882034596,038-44547259,09395757448
7785,Carolyn Valera,49303455,70336,Wilson,1908-05-09,Calvin,60408,795198,10w595466,0612434951,044-55116909,09911921687
7786,Michelle Williams,98755935,54314,Mcclure,1940-10-05,Alan,22256,487,17f765932,3992118047,011-44045954,09754252552
7787,Andrew Minnick,74743454,81794,Martinez,2018-01-19,Danny,74588,8,53v216426,4406595040,066-66748547,09203491990
7788,Shirley Farner,65579096,59112,Obrien,2021-12-23,Rigoberto,73276,97762640,01x300776,9372700952,031-88768159,09690482198
7789,Jason Tunstall,56758403,91690,Kelly,1977-11-06,Fred,93899,7198099,29n307435,4483027863,011-88963486,09831156151
7790,Pauline Mccalla,30729606,50670,Cook,1927-01-20,Roland,93221,24759861,58p696768,6765798562,074-55420940,09974835450
7791,Jennifer Caccamise,54686697,48157,Gardner,2007-02-18,Michael,79366,31725489608,23i148461,5422021903,087-55097816,09774147977
7792,Linda Runnels,21861512,59525,Lewis,2004-09-18,George,2508,86787831,17d434142,8298375034,024-11096508,09824722226
7793,Johnathon Cusumano,50567010,20421,Gutierrez,1979-09-08,Donald,41778,19772956,97d321648,1078685861,011-66981164,09689084884
7794,Selina Baron,62499122,29716,Simmons,1977-06-16,Robert,27080,40,51x156705,1161925049,074-77846377,09239116724
7795,Teresa Saugis,67483292,46114,Buchmann,2011-08-22,Willie,39408,2033364433,70o643139,8760424991,041-77307948,09520677545
7796,Gene Nixon,61014888,97633,Hollingsworth,1970-01-18,Juan,50529,863982,40k062641,5950017008,066-66015977,09601541790
7797,Virginia Townsend,10145783,19421,Hobbs,1982-03-14,Gerald,85527,0240599596,37s617901,5901887868,013-44127444,09684630908
7798,Kyle Mangini,18580328,88870,Woods,1925-08-21,William,39075,5640864,78f532374,2920569265,071-44432941,09112220210
7799,Nick Maroon,49569212,60877,Avila,1905-01-11,Shaun,39991,98,40v921638,7179328289,076-00137814,09005461681
7800,Joseph Stults,54266610,36012,Lynch,1944-06-23,Paul,49579,43,46y826831,6161238210,045-22515171,09571696613
7801,David Sakoda,45065646,57987,Hemmer,1984-03-27,Bill,36821,79730,63n596024,3341438578,011-55066807,09321884959
7802,Shad Eskridge,12140925,42140,Vest,1933-01-18,Myron,92907,8740291395,23r464819,8174958598,031-22654080,09715858658
7803,Sarah Reddick,11322921,83249,Gonzales,1970-09-11,David,94716,023543,08w359846,6937230744,083-11236151,09784675048
7804,Donald Crossland,27556316,87421,Kane,1999-05-03,Nicholas,31642,1,60n198100,7437274240,081-22149814,09622944458
7805,Denise Norwood,34955870,94161,Wessels,1909-07-21,David,29332,09063454,56a553463,3237715776,021-33990265,09087673949
7806,Virginia Davis,48251283,82105,Tompson,1902-04-28,Shawn,48219,4703344,19s245925,1457491393,041-11572024,09741874309
7807,Theodore Bertozzi,19333530,967,James,1973-07-08,Harry,985,71187850405,82s942502,2931356901,028-00008914,09105212759
7808,Janet Duley,94275037,71882,Mcrae,1940-04-03,John,20760,69166,45o671347,6494834790,026-66582930,09183899298
7809,Zachary Morris,81481110,48819,Mcgriff,1932-10-06,Richard,75013,6495188,31x065367,6757059147,084-00480937,09655619456
7810,Samuel Kerner,40267341,96829,Kovacs,1954-08-14,Douglas,48524,507098537,61u280724,4312304535,081-11218815,09237744959
7811,Alexander Vela,26210160,70410,Ferdig,1921-02-02,James,7941,45325618796,49l344177,7419771807,021-11776302,09205808604
7812,Kevin Henderson,14737867,76903,Harris,1909-03-06,Sean,11640,1446201409,10t715233,2307995712,086-55470286,09246426676
7813,William Ripley,81946818,13762,Vaughan,1935-06-15,Andrew,1488,63255383,62p781754,4012714715,086-33161326,09339771428
7814,Lorie Featherstone,48671986,1268,Peterson,1906-07-17,Son,79793,903100627,73j630222,0818622644,017-66719543,09200573526
7815,Sean Solano,53536593,84872,Hallberg,1903-05-12,Richard,90246,7777684665,23n294528,7948484448,058-44273080,09312734168
7816,Lloyd Rados,19958904,60243,Torres,2009-11-17,Buddy,66854,67641616,21m116724,0805324635,025-11029433,09814516819
7817,Justin Crawford,34932027,83189,Love,2000-10-25,Ricky,52550,22850519,76f340960,8348374208,076-44381801,09575236335
7818,Elizabeth Butts,11149721,46380,Ruot,1980-02-19,Alexander,50627,7211662296,42v587445,4215946947,087-77954418,09446263800
7819,Francisco Green,96984395,67107,Beckem,2020-01-05,Antonio,18576,67,74a028520,7810137442,021-55536438,09368189061
7820,Ruth Abraham,39046981,43616,Levinthal,1987-04-25,Travis,70705,57080554988,15f826355,6927205788,087-00523601,09933806444
7821,Christopher Braunstein,29451999,51923,Naval,1989-03-15,Jon,30431,55181,33n191874,0263043792,023-77033218,09446103070
7822,Christine Fleming,10562509,87659,Jones,2013-11-21,Thomas,38593,1596111,82j765662,6489091881,083-11443230,09400340857
7823,Sandy Arnold,85206234,62733,Kinkelaar,1918-09-02,Wayne,73642,5442,71k887022,3465218281,058-44503880,09255423689
7824,Teri Miller,65616469,93886,Spearman,1971-03-13,Carl,46642,9,38v007535,2529312358,087-66752088,09399173597
7825,Willie Crowley,29629173,82333,Hutchinson,1985-09-20,Noel,54304,90982,11a750515,5202873735,061-00458168,09971822763
7826,Michelle Dubuque,46518413,52298,Martin,1942-08-25,Joseph,98979,77873758033,61b420700,1531996007,086-11440917,09550270128
7827,Leslie Smith,19138995,40356,Keels,2021-12-13,Donald,67032,4,36b227392,5049913843,041-77422985,09820721534
7828,Steven Mcfadden,16198176,36956,Shiflett,1951-10-14,Doug,53542,70109227379,09n195918,9138897178,051-33578348,09531205511
7829,Frances Perez,27289100,83666,Hales,2003-08-23,William,71328,91138,98c913591,8470540814,044-11457041,09471866490
7830,Sandra Mitchell,83007182,89314,Redman,1952-03-08,Michael,20611,3,36i807242,7121975251,041-66344257,09062432267
7831,Cynthia Russell,54759401,35381,Cardwell,1984-01-17,Greg,88861,29237862,17q198082,0739370422,045-66144385,09364532572
7832,Samantha Gutierez,23393859,26290,Carroll,1943-02-16,Darwin,51210,8818257,34l506041,2168407592,045-44797405,09626297051
7833,Jason Mahnken,22193905,99119,Beaudoin,1948-09-14,Pablo,49989,516039805,21t537525,6460325811,023-77979004,09319366328
7834,Vickie Evans,45127651,79522,Martinez,2013-08-08,Wade,55938,135002,66c691386,9946984425,086-00605374,09507305197
7835,Fredericka Garcia,27719454,74000,Nguyen,1974-05-24,Myron,82623,85524,75f714375,1142320683,083-00002602,09861514150
7836,Alan Russom,82807704,19741,Fuller,2011-12-10,Malcolm,185,71867995,18i349400,3064072189,038-55413043,09015230961
7837,Raymond Hebert,41395894,17046,Dye,2014-09-14,Jarrod,74289,029330511,87s772152,6216953476,031-22121725,09529400439
7838,Marilyn Rowe,43338739,74894,Blechman,1986-03-04,Christopher,68546,80,78e352407,4338512730,074-66040396,09696800063
7839,William Knotts,30270696,60564,Dunbar,1910-09-09,Robert,72959,16617,50v165150,7372346286,011-99288469,09242718326
7840,Louise Lewis,28934737,11199,Moore,1995-04-01,Nicholas,29312,68741501155,31t106731,5223939373,056-11707907,09156315630
7841,Prudence Rosmarin,83540989,53023,Splawn,1943-07-12,Todd,63686,337323713,87l252585,0419212446,058-77252953,09853949608
7842,Alexander Freeman,83750246,55402,Young,1911-04-08,Milford,29286,93,21w230334,5280119582,026-99028059,09618564876
7843,Carmelita Newman,47646009,67407,Alconcel,1906-02-20,Jarrett,2084,6740,25v839347,3029619120,041-33359966,09483780978
7844,Daniel Johnson,15433144,6206,Dixon,1972-01-19,Wendell,55301,63001,25u395524,6560929451,041-11115579,09924938808
7845,Carolyn Sweat,86374798,46541,Doherty,1929-02-15,Matthew,10806,6095498779,44t602876,8544804964,081-00509583,09281803314
7846,Zack Bullington,89359874,48251,Alexander,1915-10-26,Michael,55594,103782711,51x329265,7259648623,066-22684527,09888750575
7847,Tina Norquist,81898628,89431,Corp,2001-10-17,Edmund,74120,7678912655,88l597760,4602083334,084-88428937,09168041008
7848,Robert Kell,97210007,1441,Griffin,2003-04-15,James,30289,96312997,00x834899,9652442684,041-77922310,09920444604
7849,Shirley Black,40310831,28730,Johnson,1954-12-24,Matthew,34567,6411,17m013979,3165301856,045-77243711,09204596457
7850,Damaris Young,21328683,22635,Lindberg,1926-01-01,Justin,61432,164,44k620216,4600452257,026-11171362,09268616782
7851,Ralph Sumter,82644398,76517,Mccarter,1972-07-22,Mark,11422,202,33y214405,0742025321,013-55872422,09013093509
7852,Naomi Loiselle,81461513,68288,Vogan,1930-07-11,David,2515,2858,47w974106,9388401744,061-99503515,09947593086
7853,Rhonda Smith,84559616,36747,Martinez,2005-07-20,James,19094,509457185,25f664408,8282599037,044-00468597,09336724365
7854,Douglas Champ,61167276,74890,James,1904-02-10,Keith,96566,682932854,51a160508,6451526320,028-11249838,09922071717
7855,Clinton Dove,20861343,81171,Laird,1927-05-17,Mike,35610,641,01d770558,6904510648,028-11402417,09414664435
7856,Qiana Brock,81754504,76807,Wade,2013-03-03,Todd,93699,150825,73z604820,7700525520,076-99202238,09175371562
7857,Kimberly Barton,49709846,89996,Hill,1997-09-21,Chad,57954,73695794422,53n359613,6996604735,026-99925416,09644673215
7858,John Tucker,84290350,7665,Jones,1980-10-15,David,52532,2022492135,61p278292,3935593400,076-22013257,09659733075
7859,Eva Carrasco,68587742,53198,Harris,2020-03-27,Michael,30649,860255153,18n931492,8572111445,056-77566791,09985287974
7860,Dana Pierre,98089249,4186,Stoddard,2008-07-09,Gene,68488,8494568284,01y652594,6532978142,051-55268068,09680234056
7861,John Greene,22580850,69727,Webre,2015-03-28,Terry,98625,64,84p388816,3640609919,087-22885199,09152135145
7862,Richard Huver,40409330,49980,Thomas,1954-06-23,Clyde,79929,802279,54t743900,5430175847,056-99654538,09314503164
7863,Nancy Edwards,17832310,29932,Taylor,1912-07-25,Leon,88781,33,99j890802,9143719036,076-66000720,09060085070
7864,William Casey,15556919,7527,Thrill,1955-10-23,Leslie,83560,83174,60g707154,6485013764,044-44202415,09530741650
7865,Elva Heil,86546495,80289,Gofton,2010-07-11,Matthew,42236,2,55u764025,2336660012,038-33967111,09232882603
7866,Carolyn Segraves,63717120,3574,Lewis,1964-07-09,Timothy,56110,468628301,16h175102,4603730040,024-88457840,09625325559
7867,Edith Hazlewood,28920100,19522,Carlson,2015-05-28,James,93386,9371899649,76r556335,2982591775,074-77810633,09822314811
7868,Annie Dreyer,61014275,49333,Garrido,2017-01-17,Rob,65875,79021,48k199044,5299190997,061-11042914,09146605787
7869,Laura Knight,13411973,25240,Tomer,1996-12-05,Bruce,33066,28123,68w162633,1485832203,056-66089543,09346326616
7870,Enrique Blaylock,80886092,31756,Flowers,2008-10-13,Bradley,39029,8252,54k009105,4816843855,028-55442631,09532047571
7871,Michelle Jordan,28632011,46141,Neal,1943-08-09,Guillermo,45070,9293618,21b300039,2186736171,076-22700773,09172123314
7872,Barbara Clark,66158052,75396,Valle,1988-11-19,John,5688,72,48w982182,0633786292,054-00718215,09780376595
7873,Keith Tatum,26284721,47598,Mulligan,1901-10-07,Kip,45552,685,63c127005,5540178628,076-00920206,09360361777
7874,Carolyn Goldberg,66127644,67333,Jones,1944-07-02,Joseph,23072,88,78m256098,5653502755,031-44285837,09997700827
7875,Matthew Jodway,36971300,62906,Rhodes,1977-08-12,Millard,96130,3950,46m350419,7303332061,086-33853970,09069670637
7876,Rachel Ornelas,90949944,36227,Meyer,1942-12-27,Joseph,32830,3,20m164855,2869559954,041-22449120,09345038400
7877,Frances Tirabassi,16143340,28057,Mainella,1975-08-01,Ryan,37345,06802,50l634351,1510876206,083-66953791,09866639176
7878,Paul Bradley,42638223,25366,Rosario,2016-12-27,James,35379,9924,96q356721,3082353092,044-66092103,09156449048
7879,Willie Traub,25028153,73,Ladue,1950-08-11,William,60761,2761,80t185031,8265645446,026-99659543,09154658718
7880,David Manzano,11953810,81823,Earl,1971-12-13,David,12011,9,77x016860,9076944977,041-88889504,09429447189
